cl_tecno,monto_total_promedio,monto_tecno_promedio,cant_recargas_promedio,cant_rec_tecno_promedio
1-Tecno,44.967922346230715,41.46059037524421,9.071972333879769,8.305001010531988
2-Mix4070,41.4366366227718,22.798553677533324,8.969648305765215,4.832322948450297
3-MixH40,47.131682587737345,8.29016092528364,10.606137205337722,1.7615440009405678
4-No Tecno,37.304053137065544,0,8.719559184219378,0
99-NOSEGM,5.7266890652284435,1.3526478194558031,1.4118167149267258,0.2868194779072081
